symbol,year,month,monthly_return,market_index
MAXN,2021,5,-0.13222222222222227,-0.033434336099747275
MAXN,2021,6,0.3719590268886044,-0.004026761213798243
MAXN,2021,7,-0.2580494633691087,-0.03046802006744616
MAXN,2021,8,0.0729559748427672,0.0057618538127902985
MAXN,2021,9,0.03341148886283706,0.015445379940335032
MAXN,2021,10,0.27793533749290994,0.029084296608942007
MAXN,2021,11,-0.18996893031513543,-0.062430806902308573
MAXN,2021,12,-0.23835616438356164,-0.019526913877831963
MAXN,2022,1,-0.20647482014388496,-0.05490953417447081
MAXN,2022,2,-0.01722574796010875,0.002477971955938063
MAXN,2022,3,0.3357933579335794,0.10747826707852819
MAXN,2022,4,-0.20027624309392267,-0.034263094657184516
MAXN,2022,5,0.03281519861830749,-0.04764053087087148
MAXN,2022,6,0.11120401337792626,-0.036177007014385046
MAXN,2022,7,0.29796839729119645,0.021870798626214563
MAXN,2022,8,0.1507246376811595,0.01291552123399961
MAXN,2022,9,0.19748110831234247,-0.06799997615624291
MAXN,2022,10,-0.27303323517038275,-0.031081348555469745
MAXN,2022,11,0.3321759259259258,0.05272418156620458
MAXN,2022,12,-0.3023457862728063,-0.036348710752189636
MAXN,2023,1,0.3673723536737237,0.35257719336125903
MAXN,2023,2,-0.19854280510018213,-0.048895843908380636
MAXN,2023,3,0.5079545454545453,-0.007216349938952379
MAXN,2023,4,0.05915599095704598,0.03398853396497515
MAXN,2023,5,-0.011383849163998587,-0.06160968620156909
MAXN,2023,6,0.013314141777617885,0.004222473645935783
MAXN,2023,7,-0.1431107954545455,0.0066097958812061375
ME8U.SI,2021,1,,0.09876742599625041
ME8U.SI,2021,2,-0.07307692307692311,0.04585340211554232
ME8U.SI,2021,3,0.03017729158808,0.01700029021145369
ME8U.SI,2021,4,0.032954961552544966,0.03782302486828027
ME8U.SI,2021,5,0.0031903580290676696,-0.033434336099747275
ME8U.SI,2021,6,0.0,-0.004026761213798243
ME8U.SI,2021,7,0.06007067137809185,-0.03046802006744616
ME8U.SI,2021,8,-0.02666666666666669,0.0057618538127902985
ME8U.SI,2021,9,-0.0479452054794521,0.015445379940335032
ME8U.SI,2021,10,-0.010791366906474751,0.029084296608942007
ME8U.SI,2021,11,-0.03999999999999995,-0.062430806902308573
ME8U.SI,2021,12,0.026515151515151453,-0.019526913877831963
ME8U.SI,2022,1,-0.07380073800738014,-0.05490953417447081
ME8U.SI,2022,2,0.01992031872509971,0.002477971955938063
ME8U.SI,2022,3,0.05078124999999996,0.10747826707852819
ME8U.SI,2022,4,-0.02973977695167289,-0.034263094657184516
ME8U.SI,2022,5,-0.04980842911877391,-0.04764053087087148
ME8U.SI,2022,6,0.04838709677419359,-0.036177007014385046
ME8U.SI,2022,7,0.04230769230769226,0.021870798626214563
ME8U.SI,2022,8,-0.06642066420664212,0.01291552123399961
ME8U.SI,2022,9,-0.059288537549407085,-0.06799997615624291
ME8U.SI,2022,10,-0.07563025210084022,-0.031081348555469745
ME8U.SI,2022,11,0.013636363636363547,0.05272418156620458
ME8U.SI,2022,12,-0.0044843049327353305,-0.036348710752189636
ME8U.SI,2023,1,0.07207207207207193,0.35257719336125903
ME8U.SI,2023,2,-0.008403361344537823,-0.048895843908380636
ME8U.SI,2023,3,0.004237288135593318,-0.007216349938952379
ME8U.SI,2023,4,0.004219409282700331,0.03398853396497515
ME8U.SI,2023,5,-0.04621848739495793,-0.06160968620156909
ME8U.SI,2023,6,-0.02643171806167403,0.004222473645935783
ME8U.SI,2023,7,0.02714932126696835,0.0066097958812061375
N2IU.SI,2021,1,,0.09876742599625041
N2IU.SI,2021,2,-0.014492753623188312,0.04585340211554232
N2IU.SI,2021,3,0.03921568627450984,0.01700029021145369
N2IU.SI,2021,4,0.033018867924528225,0.03782302486828027
N2IU.SI,2021,5,-0.04109589041095884,-0.033434336099747275
N2IU.SI,2021,6,0.028571428571428595,-0.004026761213798243
N2IU.SI,2021,7,0.0,-0.03046802006744616
N2IU.SI,2021,8,-0.060185185185185334,0.0057618538127902985
N2IU.SI,2021,9,0.019704433497536967,0.015445379940335032
N2IU.SI,2021,10,0.05314009661835765,0.029084296608942007
N2IU.SI,2021,11,-0.06422018348623859,-0.062430806902308573
N2IU.SI,2021,12,-0.01960784313725492,-0.019526913877831963
N2IU.SI,2022,1,-0.09999999999999998,-0.05490953417447081
N2IU.SI,2022,2,0.00555555555555556,0.002477971955938063
N2IU.SI,2022,3,0.044198895027624224,0.10747826707852819
N2IU.SI,2022,4,-0.010582010582010474,-0.034263094657184516
N2IU.SI,2022,5,-0.048128342245989345,-0.04764053087087148
N2IU.SI,2022,6,0.02808988764044946,-0.036177007014385046
N2IU.SI,2022,7,0.03825136612021849,0.021870798626214563
N2IU.SI,2022,8,-0.03157894736842096,0.01291552123399961
N2IU.SI,2022,9,-0.06521739130434788,-0.06799997615624291
N2IU.SI,2022,10,-0.07558139534883715,-0.031081348555469745
N2IU.SI,2022,11,0.07547169811320747,0.05272418156620458
N2IU.SI,2022,12,-0.0233918128654971,-0.036348710752189636
N2IU.SI,2023,1,0.08982035928143721,0.35257719336125903
N2IU.SI,2023,2,-0.05494505494505499,-0.048895843908380636
N2IU.SI,2023,3,0.046511627906976785,-0.007216349938952379
N2IU.SI,2023,4,-0.02222222222222224,0.03398853396497515
N2IU.SI,2023,5,-0.06250000000000006,-0.06160968620156909
N2IU.SI,2023,6,-0.018181818181818063,0.004222473645935783
N2IU.SI,2023,7,0.03703703703703693,0.0066097958812061375
NS8U.SI,2021,1,,0.09876742599625041
NS8U.SI,2021,2,0.17073170731707318,0.04585340211554232
NS8U.SI,2021,3,-0.062499999999999944,0.01700029021145369
NS8U.SI,2021,4,0.11111111111111108,0.03782302486828027
NS8U.SI,2021,5,-0.06000000000000005,-0.033434336099747275
NS8U.SI,2021,6,-0.042553191489361625,-0.004026761213798243
NS8U.SI,2021,7,0.04444444444444436,-0.03046802006744616
NS8U.SI,2021,8,-0.1276595744680851,0.0057618538127902985
NS8U.SI,2021,9,0.17073170731707318,0.015445379940335032
NS8U.SI,2021,10,-0.10416666666666664,0.029084296608942007
NS8U.SI,2021,11,0.046511627906976785,-0.062430806902308573
NS8U.SI,2021,12,0.0,-0.019526913877831963
NS8U.SI,2022,1,0.04444444444444436,-0.05490953417447081
NS8U.SI,2022,2,0.06382978723404262,0.002477971955938063
NS8U.SI,2022,3,-0.020000000000000018,0.10747826707852819
NS8U.SI,2022,4,-0.02040816326530614,-0.034263094657184516
NS8U.SI,2022,5,0.0,-0.04764053087087148
NS8U.SI,2022,6,-0.020833333333333353,-0.036177007014385046
NS8U.SI,2022,7,0.0,0.021870798626214563
NS8U.SI,2022,8,-0.08510638297872336,0.01291552123399961
NS8U.SI,2022,9,-0.14418604651162792,-0.06799997615624291
NS8U.SI,2022,10,-0.11413043478260865,-0.031081348555469745
NS8U.SI,2022,11,0.14110429447852757,0.05272418156620458
NS8U.SI,2022,12,0.04301075268817208,-0.036348710752189636
NS8U.SI,2023,1,0.056701030927834954,0.35257719336125903
NS8U.SI,2023,2,-0.10243902439024387,-0.048895843908380636
NS8U.SI,2023,3,0.01630434782608697,-0.007216349938952379
NS8U.SI,2023,4,0.01069518716577541,0.03398853396497515
NS8U.SI,2023,5,-0.03174603174603177,-0.06160968620156909
NS8U.SI,2023,6,0.054644808743169446,0.004222473645935783
NS8U.SI,2023,7,-0.04663212435233165,0.0066097958812061375
O39.SI,2021,1,,0.09876742599625041
O39.SI,2021,2,0.06492248062015503,0.04585340211554232
O39.SI,2021,3,0.06915377616014556,0.01700029021145369
O39.SI,2021,4,0.03829787234042547,0.03782302486828027
O39.SI,2021,5,0.013114754098360668,-0.033434336099747275
O39.SI,2021,6,-0.03317152103559872,-0.004026761213798243
O39.SI,2021,7,0.029288702928870414,-0.03046802006744616
O39.SI,2021,8,-0.07073170731707325,0.0057618538127902985
O39.SI,2021,9,0.006124234470691188,0.015445379940335032
O39.SI,2021,10,0.02608695652173919,0.029084296608942007
O39.SI,2021,11,-0.06949152542372883,-0.062430806902308573
O39.SI,2021,12,0.03825136612021857,-0.019526913877831963
O39.SI,2022,1,0.09385964912280705,-0.05490953417447081
O39.SI,2022,2,-0.06415396952686453,0.002477971955938063
O39.SI,2022,3,0.060839760068551914,0.10747826707852819
O39.SI,2022,4,0.0008077544426494173,-0.034263094657184516
O39.SI,2022,5,-0.04519774011299439,-0.04764053087087148
O39.SI,2022,6,-0.037193575655114074,-0.036177007014385046
O39.SI,2022,7,0.024582967515364297,0.021870798626214563
O39.SI,2022,8,0.03598971722365038,0.01291552123399961
O39.SI,2022,9,-0.021505376344086002,-0.06799997615624291
O39.SI,2022,10,0.025359256128486957,-0.031081348555469745
O39.SI,2022,11,0.025556471558120256,0.05272418156620458
O39.SI,2022,12,-0.020900321543408342,-0.036348710752189636
O39.SI,2023,1,0.06157635467980296,0.35257719336125903
O39.SI,2023,2,-0.020108275328692946,-0.048895843908380636
O39.SI,2023,3,-0.023677979479084506,-0.007216349938952379
O39.SI,2023,4,0.016976556184316965,0.03398853396497515
O39.SI,2023,5,-0.02464228934817174,-0.06160968620156909
O39.SI,2023,6,0.0008149959250203575,0.004222473645935783
O39.SI,2023,7,0.07654723127035841,0.0066097958812061375
OMH,2023,3,,-0.007216349938952379
OMH,2023,4,0.6159250585480096,0.03398853396497515
OMH,2023,5,-0.35507246376811596,-0.06160968620156909
OMH,2023,6,-0.12359550561797758,0.004222473645935783
OMH,2023,7,-0.2512820512820513,0.0066097958812061375
P15.SI,2021,1,,0.09876742599625041
P15.SI,2021,2,0.10769230769230762,0.04585340211554232
P15.SI,2021,3,0.0,0.01700029021145369
P15.SI,2021,4,0.11111111111111122,0.03782302486828027
P15.SI,2021,5,-0.13750000000000012,-0.033434336099747275
P15.SI,2021,6,0.0,-0.004026761213798243
P15.SI,2021,7,0.04347826086956526,-0.03046802006744616
P15.SI,2021,8,0.13888888888888887,0.0057618538127902985
P15.SI,2021,9,-0.07317073170731701,0.015445379940335032
P15.SI,2021,10,-0.013157894736842117,0.029084296608942007
P15.SI,2021,11,0.02666666666666669,-0.062430806902308573
P15.SI,2021,12,0.012987012987012998,-0.019526913877831963
P15.SI,2022,1,0.03846153846153849,-0.05490953417447081
P15.SI,2022,2,0.03703703703703693,0.002477971955938063
P15.SI,2022,3,0.023809523809523832,0.10747826707852819
P15.SI,2022,4,0.03488372093023259,-0.034263094657184516
P15.SI,2022,5,-0.10112359550561795,-0.04764053087087148
P15.SI,2022,6,0.012500000000000011,-0.036177007014385046
P15.SI,2022,7,0.0,0.021870798626214563
P15.SI,2022,8,0.18518518518518506,0.01291552123399961
P15.SI,2022,9,-0.010416666666666676,-0.06799997615624291
P15.SI,2022,10,-0.19999999999999996,-0.031081348555469745
P15.SI,2022,11,0.026315789473684233,0.05272418156620458
P15.SI,2022,12,0.06410256410256401,-0.036348710752189636
P15.SI,2023,1,-0.012048192771084348,0.35257719336125903
P15.SI,2023,2,0.03658536585365857,-0.048895843908380636
P15.SI,2023,3,-0.09411764705882349,-0.007216349938952379
P15.SI,2023,4,-0.038961038961038995,0.03398853396497515
P15.SI,2023,5,-0.054054054054054106,-0.06160968620156909
P15.SI,2023,6,0.0285714285714286,0.004222473645935783
P15.SI,2023,7,-0.013888888888888902,0.0066097958812061375
PGRU,2022,3,,0.10747826707852819
PGRU,2022,4,0.11739130434782602,-0.034263094657184516
PGRU,2022,5,-0.27496757457846954,-0.04764053087087148
PGRU,2022,6,-0.1949910554561717,-0.036177007014385046
PGRU,2022,7,-0.008888888888888898,0.021870798626214563
PGRU,2022,8,0.14573991031390143,0.01291552123399961
PGRU,2022,9,-0.12328767123287668,-0.06799997615624291
PGRU,2022,10,0.11830357142857127,-0.031081348555469745
PGRU,2022,11,0.02794411177644722,0.05272418156620458
PGRU,2022,12,-0.163106796116505,-0.036348710752189636
PGRU,2023,1,0.03248259860788877,0.35257719336125903
PGRU,2023,2,0.08539325842696627,-0.048895843908380636
PGRU,2023,3,0.0351966873706004,-0.007216349938952379
PGRU,2023,4,-0.08399999999999999,0.03398853396497515
PGRU,2023,5,-0.052401746724890876,-0.06160968620156909
PGRU,2023,6,0.023041474654378002,0.004222473645935783
PGRU,2023,7,-0.0540540540540541,0.0066097958812061375
S08.SI,2021,1,,0.09876742599625041
S08.SI,2021,2,0.00724637681159421,0.04585340211554232
S08.SI,2021,3,0.007194244604316554,0.01700029021145369
S08.SI,2021,4,0.10000000000000009,0.03782302486828027
S08.SI,2021,5,-0.05844155844155849,-0.033434336099747275
S08.SI,2021,6,-0.013793103448275874,-0.004026761213798243
S08.SI,2021,7,-0.10489510489510484,-0.03046802006744616
S08.SI,2021,8,0.02343750000000002,0.0057618538127902985
S08.SI,2021,9,-0.030534351145038195,0.015445379940335032
S08.SI,2021,10,0.03149606299212601,0.029084296608942007
S08.SI,2021,11,0.007633587786259549,-0.062430806902308573
S08.SI,2021,12,-0.015151515151515164,-0.019526913877831963
S08.SI,2022,1,-0.023076923076923096,-0.05490953417447081
S08.SI,2022,2,-0.007874015748031503,0.002477971955938063
S08.SI,2022,3,0.03174603174603177,0.10747826707852819
S08.SI,2022,4,0.09999999999999991,-0.034263094657184516
S08.SI,2022,5,-0.05594405594405584,-0.04764053087087148
S08.SI,2022,6,-0.03703703703703707,-0.036177007014385046
S08.SI,2022,7,-0.023076923076923096,0.021870798626214563
S08.SI,2022,8,-0.08661417322834654,0.01291552123399961
S08.SI,2022,9,-0.06034482758620676,-0.06799997615624291
S08.SI,2022,10,-0.009174311926605512,-0.031081348555469745
S08.SI,2022,11,-0.03703703703703707,0.05272418156620458
S08.SI,2022,12,0.0,-0.036348710752189636
S08.SI,2023,1,0.07692307692307698,0.35257719336125903
S08.SI,2023,2,-0.04464285714285718,-0.048895843908380636
S08.SI,2023,3,-0.0654205607476636,-0.007216349938952379
S08.SI,2023,4,0.020000000000000018,0.03398853396497515
S08.SI,2023,5,-0.12745098039215685,-0.06160968620156909
S08.SI,2023,6,0.011235955056179785,0.004222473645935783
S08.SI,2023,7,0.09999999999999996,0.0066097958812061375
S51.SI,2021,1,,0.09876742599625041
S51.SI,2021,2,0.0551724137931035,0.04585340211554232
S51.SI,2021,3,0.11111111111111122,0.01700029021145369
S51.SI,2021,4,0.23529411764705868,0.03782302486828027
S51.SI,2021,5,-0.04761904761904753,-0.033434336099747275
S51.SI,2021,6,-0.4000000000000001,-0.004026761213798243
S51.SI,2021,7,-0.04166666666666659,-0.03046802006744616
S51.SI,2021,8,-0.2608695652173913,0.0057618538127902985
S51.SI,2021,9,-0.023529411764705903,0.015445379940335032
S51.SI,2021,10,-0.04819277108433739,0.029084296608942007
S51.SI,2021,11,0.07594936708860767,-0.062430806902308573
S51.SI,2021,12,-0.03529411764705885,-0.019526913877831963
S51.SI,2022,1,0.0,-0.05490953417447081
S51.SI,2022,2,0.012195121951219523,0.002477971955938063
S51.SI,2022,3,0.18072289156626503,0.10747826707852819
S51.SI,2022,4,0.11224489795918363,-0.034263094657184516
S51.SI,2022,5,0.091743119266055,-0.04764053087087148
S51.SI,2022,6,-0.09243697478991593,-0.036177007014385046
S51.SI,2022,7,0.009259259259259267,0.021870798626214563
S51.SI,2022,8,0.0733944954128441,0.01291552123399961
S51.SI,2022,9,-0.0940170940170941,-0.06799997615624291
S51.SI,2022,10,0.19811320754716985,-0.031081348555469745
S51.SI,2022,11,0.08661417322834654,0.05272418156620458
S51.SI,2022,12,0.0,-0.036348710752189636
S51.SI,2023,1,0.028985507246376635,0.35257719336125903
S51.SI,2023,2,-0.10563380281690131,-0.048895843908380636
S51.SI,2023,3,-0.06299212598425202,-0.007216349938952379
S51.SI,2023,4,0.042016806722689114,0.03398853396497515
S51.SI,2023,5,-0.008064516129032265,-0.06160968620156909
S51.SI,2023,6,0.016260162601626032,0.004222473645935783
S51.SI,2023,7,0.1439999999999999,0.0066097958812061375
S58.SI,2021,1,,0.09876742599625041
S58.SI,2021,2,0.14285714285714293,0.04585340211554232
S58.SI,2021,3,-0.011363636363636524,0.01700029021145369
S58.SI,2021,4,-0.06666666666666668,0.03782302486828027
S58.SI,2021,5,-0.03448275862068958,-0.033434336099747275
S58.SI,2021,6,0.002551020408163324,-0.004026761213798243
S58.SI,2021,7,0.020356234096692016,-0.03046802006744616
S58.SI,2021,8,0.0149625935162096,0.0057618538127902985
S58.SI,2021,9,0.022113022113022077,0.015445379940335032
S58.SI,2021,10,0.007211538461538521,0.029084296608942007
S58.SI,2021,11,-0.0930787589498808,-0.062430806902308573
S58.SI,2021,12,0.02368421052631587,-0.019526913877831963
S58.SI,2022,1,0.005141388174807203,-0.05490953417447081
S58.SI,2022,2,0.015345268542199501,0.002477971955938063
S58.SI,2022,3,0.09319899244332484,0.10747826707852819
S58.SI,2022,4,0.04838709677419354,-0.034263094657184516
S58.SI,2022,5,-0.03736263736263735,-0.04764053087087148
S58.SI,2022,6,-0.1095890410958904,-0.036177007014385046
S58.SI,2022,7,0.017948717948718024,0.021870798626214563
S58.SI,2022,8,0.017632241813601974,0.01291552123399961
S58.SI,2022,9,-0.254950495049505,-0.06799997615624291
S58.SI,2022,10,-0.09302325581395343,-0.031081348555469745
S58.SI,2022,11,-0.021978021978021997,0.05272418156620458
S58.SI,2022,12,0.0636704119850187,-0.036348710752189636
S58.SI,2023,1,0.0633802816901409,0.35257719336125903
S58.SI,2023,2,-0.11390728476821188,-0.048895843908380636
S58.SI,2023,3,0.0426008968609865,-0.007216349938952379
S58.SI,2023,4,-0.08960573476702509,0.03398853396497515
S58.SI,2023,5,0.015748031496063006,-0.06160968620156909
S58.SI,2023,6,0.0,0.004222473645935783
S58.SI,2023,7,0.06201550387596905,0.0066097958812061375
S63.SI,2021,1,,0.09876742599625041
S63.SI,2021,2,0.013477088948787014,0.04585340211554232
S63.SI,2021,3,0.034574468085106475,0.01700029021145369
S63.SI,2021,4,-0.007712082262210861,0.03782302486828027
S63.SI,2021,5,0.0025906735751295936,-0.033434336099747275
S63.SI,2021,6,0.0,-0.004026761213798243
S63.SI,2021,7,0.03617571059431516,-0.03046802006744616
S63.SI,2021,8,-0.057356608478802994,0.0057618538127902985
S63.SI,2021,9,0.007936507936508002,0.015445379940335032
S63.SI,2021,10,0.005249343832021002,0.029084296608942007
S63.SI,2021,11,-0.005221932114882511,-0.062430806902308573
S63.SI,2021,12,-0.013123359580052563,-0.019526913877831963
S63.SI,2022,1,-0.007978723404255268,-0.05490953417447081
S63.SI,2022,2,0.02412868632707771,0.002477971955938063
S63.SI,2022,3,0.07853403141361263,0.10747826707852819
S63.SI,2022,4,-0.004854368932038947,-0.034263094657184516
S63.SI,2022,5,0.0024390243902440672,-0.04764053087087148
S63.SI,2022,6,-0.00729927007299276,-0.036177007014385046
S63.SI,2022,7,-0.014705882352941298,0.021870798626214563
S63.SI,2022,8,-0.07213930348258697,0.01291552123399961
S63.SI,2022,9,-0.040214477211796225,-0.06799997615624291
S63.SI,2022,10,-0.07821229050279337,-0.031081348555469745
S63.SI,2022,11,0.039393939393939495,0.05272418156620458
S63.SI,2022,12,-0.023323615160349875,-0.036348710752189636
S63.SI,2023,1,0.09850746268656718,0.35257719336125903
S63.SI,2023,2,-0.02989130434782617,-0.048895843908380636
S63.SI,2023,3,0.025210084033613533,-0.007216349938952379
S63.SI,2023,4,-0.010928961748633888,0.03398853396497515
S63.SI,2023,5,0.011049723756906087,-0.06160968620156909
S63.SI,2023,6,0.005464480874316944,0.004222473645935783
S63.SI,2023,7,0.01902173913043474,0.0066097958812061375
S68.SI,2021,1,,0.09876742599625041
S68.SI,2021,2,0.009090909090909077,0.04585340211554232
S68.SI,2021,3,-0.0020020020020019595,0.01700029021145369
S68.SI,2021,4,0.048144433299899564,0.03782302486828027
S68.SI,2021,5,-0.011483253588516672,-0.033434336099747275
S68.SI,2021,6,0.0822846079380445,-0.004026761213798243
S68.SI,2021,7,0.0626118067978534,-0.03046802006744616
S68.SI,2021,8,-0.16666666666666669,0.0057618538127902985
S68.SI,2021,9,0.008080808080808088,0.015445379940335032
S68.SI,2021,10,-0.03006012024048103,0.029084296608942007
S68.SI,2021,11,-0.07747933884297521,-0.062430806902308573
S68.SI,2021,12,0.0414333706606944,-0.019526913877831963
S68.SI,2022,1,0.001075268817204278,-0.05490953417447081
S68.SI,2022,2,0.003222341568206161,0.002477971955938063
S68.SI,2022,3,0.06745182012847974,0.10747826707852819
S68.SI,2022,4,-0.018054162487462534,-0.034263094657184516
S68.SI,2022,5,-0.02655771195097036,-0.04764053087087148
S68.SI,2022,6,-0.007345225603357661,-0.036177007014385046
S68.SI,2022,7,0.04651162790697669,0.021870798626214563
S68.SI,2022,8,-0.041414141414141424,0.01291552123399961
S68.SI,2022,9,-0.0031612223393044634,-0.06799997615624291
S68.SI,2022,10,-0.10993657505285422,-0.031081348555469745
S68.SI,2022,11,0.07482185273159155,0.05272418156620458
S68.SI,2022,12,-0.011049723756906233,-0.036348710752189636
S68.SI,2023,1,0.03016759776536328,0.35257719336125903
S68.SI,2023,2,-0.05531453362255963,-0.048895843908380636
S68.SI,2023,3,0.07921928817451199,-0.007216349938952379
S68.SI,2023,4,0.018085106382978715,0.03398853396497515
S68.SI,2023,5,-0.030303030303030398,-0.06160968620156909
S68.SI,2023,6,0.035560344827586216,0.004222473645935783
S68.SI,2023,7,0.011446409989594298,0.0066097958812061375
SE,2020,12,,
SE,2021,1,0.08872142677719164,0.09876742599625041
SE,2021,2,0.0875824835032993,0.04585340211554232
SE,2021,3,-0.0528660528660529,0.01700029021145369
SE,2021,4,0.13129955651122163,0.03782302486828027
SE,2021,5,0.002771838124653588,-0.033434336099747275
SE,2021,6,0.08434686463433902,-0.004026761213798243
SE,2021,7,0.005680990531682455,-0.03046802006744616
SE,2021,8,0.2250869061413672,0.0057618538127902985
SE,2021,9,-0.0579037597540789,0.015445379940335032
SE,2021,10,0.07793430176011036,0.029084296608942007
SE,2021,11,-0.16153913321884913,-0.062430806902308573
SE,2021,12,-0.2234179192557364,-0.019526913877831963
SE,2022,1,-0.3281033480845738,-0.05490953417447081
SE,2022,2,-0.031335240502960604,0.002477971955938063
SE,2022,3,-0.17726648351648344,0.10747826707852819
SE,2022,4,-0.30912430085983805,-0.034263094657184516
SE,2022,5,-0.00120831319478019,-0.04764053087087148
SE,2022,6,-0.19114444713283327,-0.036177007014385046
SE,2022,7,0.1414896799282081,0.021870798626214563
SE,2022,8,-0.1876310272536687,0.01291552123399961
SE,2022,9,-0.09596774193548392,-0.06799997615624291
SE,2022,10,-0.11364852809991076,-0.031081348555469745
SE,2022,11,0.17491948470209334,0.05272418156620458
SE,2022,12,-0.10861744046599274,-0.036348710752189636
SE,2023,1,0.23870843743993853,0.35257719336125903
SE,2023,2,-0.030411171450737018,-0.048895843908380636
SE,2023,3,0.38502160345655295,-0.007216349938952379
SE,2023,4,-0.11993067590987863,0.03398853396497515
SE,2023,5,-0.24629119075751615,-0.06160968620156909
SE,2023,6,0.010973697962027566,0.004222473645935783
SE,2023,7,0.09786354238456237,0.0066097958812061375
SOPA,2021,11,,-0.062430806902308573
SOPA,2021,12,0.15666666666666668,-0.019526913877831963
SOPA,2022,1,-0.526416906820365,-0.05490953417447081
SOPA,2022,2,-0.47058823529411764,0.002477971955938063
SOPA,2022,3,0.13793103448275876,0.10747826707852819
SOPA,2022,4,-0.32323232323232337,-0.034263094657184516
SOPA,2022,5,0.01990049751243783,-0.04764053087087148
SOPA,2022,6,-0.0536585365853658,-0.036177007014385046
SOPA,2022,7,-0.10824742268041236,0.021870798626214563
SOPA,2022,8,0.09248554913294793,0.01291552123399961
SOPA,2022,9,-0.17460317460317454,-0.06799997615624291
SOPA,2022,10,-0.03846153846153849,-0.031081348555469745
SOPA,2022,11,0.013333333333333345,0.05272418156620458
SOPA,2022,12,-0.3486842105263158,-0.036348710752189636
SOPA,2023,1,0.12121212121212133,0.35257719336125903
SOPA,2023,2,-0.009009009009009016,-0.048895843908380636
SOPA,2023,3,-0.07272727272727278,-0.007216349938952379
SOPA,2023,4,-0.029411764705882377,0.03398853396497515
SOPA,2023,5,-0.393939393939394,-0.06160968620156909
SOPA,2023,6,-0.15499999999999997,0.004222473645935783
SOPA,2023,7,-0.013806706114398434,0.0066097958812061375
T82U.SI,2021,1,,0.09876742599625041
T82U.SI,2021,2,-0.09375000000000008,0.04585340211554232
T82U.SI,2021,3,0.07586206896551731,0.01700029021145369
T82U.SI,2021,4,-0.019230769230769246,0.03782302486828027
T82U.SI,2021,5,-0.058823529411764754,-0.033434336099747275
T82U.SI,2021,6,0.013888888888888902,-0.004026761213798243
T82U.SI,2021,7,0.0,-0.03046802006744616
T82U.SI,2021,8,0.013698630136986314,0.0057618538127902985
T82U.SI,2021,9,-0.04054054054054058,0.015445379940335032
T82U.SI,2021,10,0.04929577464788737,0.029084296608942007
T82U.SI,2021,11,-0.01342281879194632,-0.062430806902308573
T82U.SI,2021,12,0.02721088435374152,-0.019526913877831963
T82U.SI,2022,1,0.006622516556291397,-0.05490953417447081
T82U.SI,2022,2,0.06578947368421058,0.002477971955938063
T82U.SI,2022,3,0.08024691358024684,0.10747826707852819
T82U.SI,2022,4,0.051428571428571476,-0.034263094657184516
T82U.SI,2022,5,-0.0869565217391305,-0.04764053087087148
T82U.SI,2022,6,-0.035714285714285615,-0.036177007014385046
T82U.SI,2022,7,-0.006172839506172844,0.021870798626214563
T82U.SI,2022,8,-0.018633540372670822,0.01291552123399961
T82U.SI,2022,9,-0.031645569620253194,-0.06799997615624291
T82U.SI,2022,10,-0.1568627450980392,-0.031081348555469745
T82U.SI,2022,11,0.07751937984496113,0.05272418156620458
T82U.SI,2022,12,-0.007194244604316554,-0.036348710752189636
T82U.SI,2023,1,0.01449275362318842,0.35257719336125903
T82U.SI,2023,2,0.0142857142857143,-0.048895843908380636
T82U.SI,2023,3,0.007042253521126767,-0.007216349938952379
T82U.SI,2023,4,-0.05594405594405584,0.03398853396497515
T82U.SI,2023,5,-0.029629629629629655,-0.06160968620156909
T82U.SI,2023,6,-0.015267175572519097,0.004222473645935783
T82U.SI,2023,7,0.007751937984496131,0.0066097958812061375
TDCX,2021,10,,0.029084296608942007
TDCX,2021,11,-0.33751743375174337,-0.062430806902308573
TDCX,2021,12,0.007894736842105189,-0.019526913877831963
TDCX,2022,1,-0.1441253263707571,-0.05490953417447081
TDCX,2022,2,-0.07870652837095796,0.002477971955938063
TDCX,2022,3,-0.195364238410596,0.10747826707852819
TDCX,2022,4,0.13991769547325097,-0.034263094657184516
TDCX,2022,5,-0.26425992779783397,-0.04764053087087148
TDCX,2022,6,-0.0922473012757605,-0.036177007014385046
TDCX,2022,7,-0.15027027027027023,0.021870798626214563
TDCX,2022,8,0.2620865139949109,0.01291552123399961
TDCX,2022,9,-0.05544354838709684,-0.06799997615624291
TDCX,2022,10,0.38100320170757745,-0.031081348555469745
TDCX,2022,11,0.0030911901081917253,0.05272418156620458
TDCX,2022,12,-0.04622496147919874,-0.036348710752189636
TDCX,2023,1,0.06462035541195467,0.35257719336125903
TDCX,2023,2,-0.0349013657056145,-0.048895843908380636
TDCX,2023,3,-0.300314465408805,-0.007216349938952379
TDCX,2023,4,-0.2101123595505618,0.03398853396497515
TDCX,2023,5,0.23328591749644376,-0.06160968620156909
TDCX,2023,6,-0.08765859284890425,0.004222473645935783
TDCX,2023,7,-0.1213653603034134,0.0066097958812061375
TRIRF,2020,12,,
TRIRF,2021,1,-0.3381686310063463,0.09876742599625041
TRIRF,2021,2,-0.023287671232876703,0.04585340211554232
TRIRF,2021,3,0.016830294530154295,0.01700029021145369
TRIRF,2021,4,0.012413793103448256,0.03782302486828027
TRIRF,2021,5,-0.15667574931880102,-0.033434336099747275
TRIRF,2021,6,0.12439418416801284,-0.004026761213798243
